Issue Key,Severity,Type,Component/File,Line,Rule,Message,Effort/Technical Debt
285e1ca6-59bd-491e-8c92-fc433ebf1a98,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,21,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
54061f1b-7a3c-4c40-819b-007f0f27f2bd,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,21,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
55a6f54a-4033-4114-8c7f-6112079cb8fa,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,24,external_roslyn:CS0618,'SqlDataReader' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
544a26df-5248-4795-898d-bb108cf01405,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,40,csharpsquid:S112,'System.Exception' should not be thrown by user code.,20min
3363ff8e-541b-4356-bf08-1b302dc9c293,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,47,external_roslyn:CS8600,Converting null literal or possible null value to non-nullable type.,0min
19f80564-5b1f-42e9-8124-f4fd55d460a4,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,48,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
c89a2d55-f4fc-4e8e-bfec-fc0237c8ebc0,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,48,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
f33e488c-d7c4-49a6-96ee-5515b516a62d,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,53,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
fc9a7f95-501d-4193-b74a-8de1188bf82f,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,53,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
cccf83b8-1403-4a3f-a980-e15a4756bd3c,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,58,external_roslyn:CS0618,'SqlDataReader' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
578e58bc-94bc-4ef2-b5cf-817269fc7e97,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,73,external_roslyn:CS8600,Converting null literal or possible null value to non-nullable type.,0min
891582b8-df41-4c0d-838c-f4a8182f6d81,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,73,csharpsquid:S1854,Remove this useless assignment to local variable 'tratamiento'.,1min
b1e8d588-9607-41f5-873d-4f47ff0b4608,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,74,csharpsquid:S112,'System.Exception' should not be thrown by user code.,20min
b69865fa-1636-49a4-ac9e-6144e83e10d4,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,76,external_roslyn:CS8603,Possible null reference return.,0min
5cdca9a0-ddfc-4450-ad72-c3123f0416be,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,81,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
7ab1872f-c739-4097-9b1c-d9c904d8cc14,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,81,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
20992d58-0bc1-45bd-b573-090ac1b96a22,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,86,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
2367374a-163c-4cc5-866a-1b0480dda2d6,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,86,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
71cb9dd3-8cae-47d8-bfd1-ac70256ab964,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,101,csharpsquid:S112,'System.Exception' should not be thrown by user code.,20min
2cae7b1f-1b8f-4474-88cf-73aef8adebc2,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,107,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
f6b258bb-4dcd-4653-82cf-a3efb458940c,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,107,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
59613776-58a5-4622-9936-0b256ed2efeb,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,112,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
80cd6524-d119-468e-9797-592dd7e56849,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,112,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
05338ff2-14b4-4743-b533-1ceab11a6eac,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,123,csharpsquid:S112,'System.Exception' should not be thrown by user code.,20min
befbbb2f-9441-4ac8-baba-9257f4ddeee5,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,130,external_roslyn:CS8600,Converting null literal or possible null value to non-nullable type.,0min
7d1639da-53db-45ed-822e-5ddb3189e0c7,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,131,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
f3443ab1-064e-409a-bff3-4d90c5d15030,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,131,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
2d1848ce-c79e-409b-9e49-5268411a607b,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,136,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
749c9741-25c0-45b0-9b09-46f6ba3adbaa,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,136,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
e012ed7b-9cbe-4cf9-8d69-c3999c26a2c1,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,143,external_roslyn:CS0618,'SqlDataReader' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
3b5158de-038e-42c6-bb37-916920b35e1b,MAJOR,CODE_SMELL,Login/CapaDatos/TratamientosDAL.cs,159,csharpsquid:S112,'System.Exception' should not be thrown by user code.,20min
4cd047d7-0d3f-4615-b694-b6bda1f3c58c,MINOR,CODE_SMELL,Login/CapaEntidad/EspecialidadesCLS.cs,9,csharpsquid:S101,"Rename class 'EspecialidadesCLS' to match pascal case naming rules, consider using 'EspecialidadesCls'.",5min
b22193ec-3e2e-4355-b03b-e455d43a7e9f,MAJOR,CODE_SMELL,Login/CapaEntidad/EspecialidadesCLS.cs,12,external_roslyn:CS8618,Non-nullable property 'Nombre' must contain a non-null value when exiting constructor. Consider adding the 'required' modifier or declaring the property as nullable.,0min
a4a2e5ad-4822-441d-90dd-1b6074a9b34b,MINOR,CODE_SMELL,Login/CapaEntidad/FacturacionCLS.cs,9,csharpsquid:S101,"Rename class 'FacturacionCLS' to match pascal case naming rules, consider using 'FacturacionCls'.",5min
0f3c0987-539c-440c-a720-b662e3b338cd,MAJOR,CODE_SMELL,Login/CapaEntidad/FacturacionCLS.cs,14,external_roslyn:CS8618,Non-nullable property 'MetodoPago' must contain a non-null value when exiting constructor. Consider adding the 'required' modifier or declaring the property as nullable.,0min
2590633b-f96c-411f-8105-5f0dc5488185,MINOR,CODE_SMELL,Login/CapaEntidad/MedicosCLS.cs,9,csharpsquid:S101,"Rename class 'MedicosCLS' to match pascal case naming rules, consider using 'MedicosCls'.",5min
b3191daa-d5e7-40a4-ac22-c6d197b0cf61,MAJOR,CODE_SMELL,Login/CapaEntidad/MedicosCLS.cs,12,external_roslyn:CS8618,Non-nullable property 'Nombre' must contain a non-null value when exiting constructor. Consider adding the 'required' modifier or declaring the property as nullable.,0min
f198f1de-0f2c-41aa-a234-9f204301a98c,MAJOR,CODE_SMELL,Login/CapaEntidad/MedicosCLS.cs,13,external_roslyn:CS8618,Non-nullable property 'Apellido' must contain a non-null value when exiting constructor. Consider adding the 'required' modifier or declaring the property as nullable.,0min
d376bc0d-fb4d-4639-9530-d2700e99c073,MAJOR,CODE_SMELL,Login/CapaEntidad/MedicosCLS.cs,15,external_roslyn:CS8618,Non-nullable property 'Telefono' must contain a non-null value when exiting constructor. Consider adding the 'required' modifier or declaring the property as nullable.,0min
80aa2180-f55c-406b-b9be-ddf1ee7f5582,MAJOR,CODE_SMELL,Login/CapaEntidad/MedicosCLS.cs,16,external_roslyn:CS8618,Non-nullable property 'Email' must contain a non-null value when exiting constructor. Consider adding the 'required' modifier or declaring the property as nullable.,0min
f92d005a-85c8-4115-bc26-45dff352aa54,MINOR,CODE_SMELL,Login/CapaEntidad/TratamientosCLS.cs,9,csharpsquid:S101,"Rename class 'TratamientosCLS' to match pascal case naming rules, consider using 'TratamientosCls'.",5min
3537049e-8da4-4377-a839-8995993e03ef,MAJOR,CODE_SMELL,Login/CapaEntidad/TratamientosCLS.cs,13,external_roslyn:CS8618,Non-nullable property 'Descripcion' must contain a non-null value when exiting constructor. Consider adding the 'required' modifier or declaring the property as nullable.,0min
2694a393-eed2-40d7-b093-43be08919f96,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,40,csharpsquid:S112,'System.Exception' should not be thrown by user code.,20min
29d2b6df-d437-4909-929d-b60aa23a7105,MINOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,40,csharpsquid:S1192,Define a constant instead of using this literal 'Error al listar citas: ' 4 times.,4min
07a14d5a-bc8a-4394-a883-6be87141a5a3,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,47,external_roslyn:CS8600,Converting null literal or possible null value to non-nullable type.,0min
d66a4f4f-0db9-4e07-9191-f33b1848825f,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,48,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
fd031ebd-c002-43ee-bef8-7117c4bce08a,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,48,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
46eddbfd-d217-4188-b9e6-4784cb6fc588,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,53,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
b1675c0c-9de5-4687-9ea2-debaaa99a507,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,53,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
ae5e473c-d843-4f97-8172-f8b636e35ab4,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,58,external_roslyn:CS0618,'SqlDataReader' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
9672f5e4-5d92-4ac1-bdf1-bf01548cddbc,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,74,csharpsquid:S1854,Remove this useless assignment to local variable 'cita'.,1min
c3f67aab-21c4-4d39-ad17-257e20b6c014,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,74,external_roslyn:CS8600,Converting null literal or possible null value to non-nullable type.,0min
1996e8f8-8924-45db-8e40-a6ba91b54fe8,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,75,csharpsquid:S112,'System.Exception' should not be thrown by user code.,20min
06df8679-4953-4a1f-b7fc-176241de5ad9,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,82,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
2e384cd9-7982-4cb2-88a9-710a6ee39667,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,82,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
0ff0cee0-35f3-4c6d-8a8b-b282e0a25d17,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,100,external_roslyn:CS0168,The variable 'e' is declared but never used,0min
98445a7a-9a9e-4b71-ad17-ed4bf1d734bf,MINOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,100,csharpsquid:S1481,Remove the unused local variable 'e'.,5min
00ce2331-279f-4457-b7a6-7c432e6672c8,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,108,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
48da0d46-7321-4f38-83df-585654245f00,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,108,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
15b40634-0861-4e64-9662-8c9f939a5ac1,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,125,csharpsquid:S112,'System.Exception' should not be thrown by user code.,20min
94585159-7325-4d7b-83a0-a1e1029a0634,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,132,external_roslyn:CS8600,Converting null literal or possible null value to non-nullable type.,0min
26af1136-9166-4554-aa6d-a982860c3cd7,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,133,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
e92b79f9-9a60-4b0c-bd3d-7f4e173663d4,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,133,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
82abb1f8-a01f-4da2-93ee-f3d03cc7b33c,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,144,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
dd455f23-84db-42e3-b58e-f2e15cf84488,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,144,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
fd14516d-a93f-420a-8f06-9d771a27bd9c,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,151,external_roslyn:CS0618,'SqlDataReader' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
f5980932-3d4c-4828-a268-2c9e58597cf2,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,15,external_roslyn:CS8600,Converting null literal or possible null value to non-nullable type.,0min
88b5e794-3f01-4a38-bf1d-9de08e8c9be5,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,16,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
b18ddae9-371f-4389-8e19-e570e3fc7feb,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,16,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
7b5d8eb0-42e1-4925-93e6-fbf3274a4f00,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,21,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
b7936f8e-4197-4329-bf8c-6ec75d6f737e,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,21,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
141f417b-3373-4589-ab94-57e70e9fc37c,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,24,external_roslyn:CS0618,'SqlDataReader' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
a978e9ac-6b19-4423-b1fa-edd74ad0d544,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,42,csharpsquid:S112,'System.Exception' should not be thrown by user code.,20min
f3f10bdd-17ac-43d2-8716-0ffffb539db9,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,49,external_roslyn:CS8600,Converting null literal or possible null value to non-nullable type.,0min
50175f9a-999a-4119-9f74-f4bc2a15961f,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,50,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
52437f66-e4bb-4b60-b0c1-6bac7d02c81d,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,50,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
39739c41-e45e-43c3-bae7-8e2b9d60fb50,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,55,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
f180ab53-e65d-4f67-a741-033f78e8798a,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,55,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
168cdca0-e9dd-498c-b13c-919348a859a2,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,60,external_roslyn:CS0618,'SqlDataReader' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
42cba7f2-ca44-4ff5-9fc3-019b2911da7b,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,77,external_roslyn:CS8600,Converting null literal or possible null value to non-nullable type.,0min
c8172500-80f1-4117-a0b2-b1d747b66179,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,77,csharpsquid:S1854,Remove this useless assignment to local variable 'paciente'.,1min
eee32d03-f326-4457-98af-7a5cc99a1d72,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,78,csharpsquid:S112,'System.Exception' should not be thrown by user code.,20min
6fe92c71-04bd-44c7-ab4f-2fa2c76be221,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,80,external_roslyn:CS8603,Possible null reference return.,0min
002ba02a-61bb-4393-86e2-e894281010f8,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,85,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
85a80085-8fb9-4656-ab86-4adef41d8aa8,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,85,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
07a34448-9506-4b2e-a10c-1e3bafa9016e,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,90,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
8f66c919-61a1-49a5-badd-2687dfecb4e8,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,90,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
0eb8ccd6-c1a5-4bca-bfed-baa23d147c52,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,107,csharpsquid:S112,'System.Exception' should not be thrown by user code.,20min
74cdb2de-de92-4b73-9204-7b6a330c0562,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,113,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
f484d221-b21d-4c9f-ad2a-d02c75e4cd55,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,113,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
1462b488-de7d-424e-853f-e8a7b17fbb31,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,118,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
4bac43ad-1cd6-4513-9124-30d3c389236c,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,118,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
1c281ef9-d4c2-4d93-9a80-36b3840756a4,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,129,csharpsquid:S112,'System.Exception' should not be thrown by user code.,20min
bd8e71da-22c5-4f04-8b59-d0ca91884dbe,CRITICAL,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,134,csharpsquid:S3776,Refactor this method to reduce its Cognitive Complexity from 21 to the 15 allowed.,6min
d188003c-211a-497e-aacc-bb15da78d14f,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,136,external_roslyn:CS8600,Converting null literal or possible null value to non-nullable type.,0min
3dce67d2-67ef-4493-b205-6cdc94af4ae7,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,137,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
b082d0e5-c1ee-4b2c-8622-eb84991d6df7,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,137,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
37c7da7e-b961-4c4c-a222-ab949e65b90e,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,142,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
96f1815d-472a-4725-904c-85abc0469d72,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,142,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
f2d759e1-8d43-4f66-a09a-37f2edc4d59e,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,152,external_roslyn:CS0618,'SqlDataReader' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
f57f4afe-5b72-4614-91ef-2b23588cc816,MAJOR,CODE_SMELL,Login/CapaDatos/PacienteDAL.cs,170,csharpsquid:S112,'System.Exception' should not be thrown by user code.,20min
59b33c02-4600-4014-9d92-1535e855dd47,MINOR,CODE_SMELL,Login/CapaEntidad/PacienteCLS.cs,9,csharpsquid:S101,"Rename class 'PacienteCLS' to match pascal case naming rules, consider using 'PacienteCls'.",5min
3bd473f6-954e-4e33-9c51-4c77ac2bd7fa,MAJOR,CODE_SMELL,Login/CapaEntidad/PacienteCLS.cs,12,external_roslyn:CS8618,Non-nullable property 'Nombre' must contain a non-null value when exiting constructor. Consider adding the 'required' modifier or declaring the property as nullable.,0min
378c8984-691e-4ec9-acf5-a8750d66193d,MAJOR,CODE_SMELL,Login/CapaEntidad/PacienteCLS.cs,13,external_roslyn:CS8618,Non-nullable property 'Apellido' must contain a non-null value when exiting constructor. Consider adding the 'required' modifier or declaring the property as nullable.,0min
96510336-16aa-4910-9100-5cfb84593f37,MAJOR,CODE_SMELL,Login/CapaEntidad/PacienteCLS.cs,15,external_roslyn:CS8618,Non-nullable property 'Telefono' must contain a non-null value when exiting constructor. Consider adding the 'required' modifier or declaring the property as nullable.,0min
86af641f-c4c3-4de0-bfec-131bcabfca95,MAJOR,CODE_SMELL,Login/CapaEntidad/PacienteCLS.cs,16,external_roslyn:CS8618,Non-nullable property 'Email' must contain a non-null value when exiting constructor. Consider adding the 'required' modifier or declaring the property as nullable.,0min
a83d9508-1c79-4c99-a9cf-cb8411cd6fbe,MAJOR,CODE_SMELL,Login/CapaEntidad/PacienteCLS.cs,17,external_roslyn:CS8618,Non-nullable property 'Direccion' must contain a non-null value when exiting constructor. Consider adding the 'required' modifier or declaring the property as nullable.,0min
40ff716d-a21c-4ed6-85b9-da140b234546,MINOR,CODE_SMELL,Login/CapaNegocio/CitasBL.cs,13,csharpsquid:S2325,Make 'ListarCitas' a static method.,5min
d77d3ad5-d08b-4674-8bca-e983f987e926,INFO,CODE_SMELL,Login/CapaNegocio/CitasBL.cs,13,external_roslyn:CA1822,Member 'ListarCitas' does not access instance data and can be marked as static,0min
0d477f2c-d561-4372-ad7f-2d92613e1739,MINOR,VULNERABILITY,Login/Login/Views/Shared/_Layout.cshtml,11,Web:S5725,"Add integrity and crossorigin=""anonymous"" attributes to this element to enforce integrity checks.",5min
1451c8af-15f1-4db0-a8c2-603a1b593bb4,MINOR,CODE_SMELL,Login/Login/wwwroot/js/generic.js,127,javascript:S4138,Expected a `for-of` loop instead of a `for` loop with this simple iteration.,5min
2c99a569-32fd-45ce-8b5f-760055b72f76,MINOR,CODE_SMELL,Login/CapaDatos/CadenaDAL.cs,12,csharpsquid:S101,"Rename class 'CadenaDAL' to match pascal case naming rules, consider using 'CadenaDal'.",5min
473095a3-5eaf-468c-9b26-f91311ba179e,MAJOR,CODE_SMELL,Login/CapaDatos/CadenaDAL.cs,15,external_roslyn:CS8618,Non-nullable property 'cadenaDato' must contain a non-null value when exiting constructor. Consider adding the 'required' modifier or declaring the property as nullable.,0min
52b13e85-7939-4b9b-ab01-b4d391ec4829,INFO,CODE_SMELL,Login/CapaDatos/CadenaDAL.cs,17,external_roslyn:CA1859,Change type of variable 'cfg' from 'Microsoft.Extensions.Configuration.IConfigurationBuilder' to 'Microsoft.Extensions.Configuration.ConfigurationBuilder' for improved performance,0min
26135193-0741-4cf2-b70b-97b9820e64b3,MAJOR,CODE_SMELL,Login/CapaDatos/CadenaDAL.cs,21,external_roslyn:CS8601,Possible null reference assignment.,0min
df559b00-e325-4c78-bb20-102411ca7334,MINOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,11,csharpsquid:S101,"Rename class 'CitasDAL' to match pascal case naming rules, consider using 'CitasDal'.",5min
c77de7d3-38af-4776-8c1e-4eda4d911997,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,15,external_roslyn:CS8600,Converting null literal or possible null value to non-nullable type.,0min
9cc6988d-68df-4c15-9e98-9192abbde9f1,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,16,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
a12ed070-d1dc-4684-8d81-fdec5bd00588,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,16,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
a423d561-def9-411f-8775-5bbd8547a8a0,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,21,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
e66e344f-abd7-44c4-8336-a461265ec56a,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,21,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
2cb52d4c-d231-4a53-a754-b2b2abc915ca,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,24,external_roslyn:CS0618,'SqlDataReader' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
