Issue Key,Severity,Type,Component/File,Line,Rule,Message,Effort/Technical Debt
7ceb11d9-9759-4f56-bb7e-fa10d54f5405,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,167,csharpsquid:S112,'System.Exception' should not be thrown by user code.,20min
7f69070c-13bb-4302-8070-edb70050c2d0,MINOR,CODE_SMELL,Login/CapaDatos/UsuarioDAL.cs,8,csharpsquid:S101,"Rename class 'UsuarioDAL' to match pascal case naming rules, consider using 'UsuarioDal'.",5min
89e03a4b-1d79-4ac8-90ea-0b3b0d2eba76,MAJOR,CODE_SMELL,Login/CapaDatos/UsuarioDAL.cs,15,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
d08a6727-29a4-43c7-9093-ea20edc5fd6d,MAJOR,CODE_SMELL,Login/CapaDatos/UsuarioDAL.cs,15,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
3ac5c0ad-dbfc-4c6c-8c87-9ba014517665,MAJOR,CODE_SMELL,Login/CapaDatos/UsuarioDAL.cs,20,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
f94248a1-161e-4c3f-a36f-33f918a03120,MAJOR,CODE_SMELL,Login/CapaDatos/UsuarioDAL.cs,20,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
db8850e8-fd3a-4eb2-9663-5fdeed3e2352,MAJOR,CODE_SMELL,Login/CapaDatos/UsuarioDAL.cs,32,external_roslyn:CS8601,Possible null reference assignment.,0min
760e7504-3b0a-4be7-bd7a-44cf2b5054fb,MAJOR,CODE_SMELL,Login/CapaDatos/UsuarioDAL.cs,50,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
a3bd3fa0-d143-4732-8790-db74356fb54c,MAJOR,CODE_SMELL,Login/CapaDatos/UsuarioDAL.cs,50,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
24e42ca9-bcc7-4d74-8794-7aedc4633e8b,MAJOR,CODE_SMELL,Login/CapaDatos/UsuarioDAL.cs,55,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
55a22032-5135-4440-af13-2e44632a2d19,MAJOR,CODE_SMELL,Login/CapaDatos/UsuarioDAL.cs,55,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
5df3fb12-d331-47bd-b14b-96281aac244e,MINOR,CODE_SMELL,Login/CapaDatos/UsuarioDAL.cs,75,csharpsquid:S1481,Remove the unused local variable 'e'.,5min
f05eaa0a-ee32-46c0-bba5-b2c9e6f2b52f,MAJOR,CODE_SMELL,Login/CapaDatos/UsuarioDAL.cs,75,external_roslyn:CS0168,The variable 'e' is declared but never used,0min
5de563fc-c9a3-48c5-a6a0-8bb3787c58fb,MINOR,CODE_SMELL,Login/CapaEntidad/CitasCLS.cs,9,csharpsquid:S101,"Rename class 'CitasCLS' to match pascal case naming rules, consider using 'CitasCls'.",5min
377c4486-7cd6-4865-bf6b-0b228d49f0e7,MAJOR,CODE_SMELL,Login/CapaEntidad/CitasCLS.cs,15,external_roslyn:CS8618,Non-nullable property 'estado' must contain a non-null value when exiting constructor. Consider adding the 'required' modifier or declaring the property as nullable.,0min
ae121d6a-bc7d-42e3-92d5-82d9c6d48496,MINOR,CODE_SMELL,Login/CapaEntidad/UsuarioCLS.cs,3,csharpsquid:S101,"Rename class 'UsuarioCLS' to match pascal case naming rules, consider using 'UsuarioCls'.",5min
bb704b04-7090-493f-b676-6a47a6d0ad39,MAJOR,CODE_SMELL,Login/CapaEntidad/UsuarioCLS.cs,6,external_roslyn:CS8618,Non-nullable property 'correo' must contain a non-null value when exiting constructor. Consider adding the 'required' modifier or declaring the property as nullable.,0min
d218d07d-1eaf-4ff7-957f-85b53b42f33e,MAJOR,CODE_SMELL,Login/CapaEntidad/UsuarioCLS.cs,7,external_roslyn:CS8618,Non-nullable property 'clave' must contain a non-null value when exiting constructor. Consider adding the 'required' modifier or declaring the property as nullable.,0min
d3c50e77-4413-417e-88b1-8c48e5bef4cb,MAJOR,CODE_SMELL,Login/CapaEntidad/UsuarioCLS.cs,8,external_roslyn:CS8618,Non-nullable property 'confClave' must contain a non-null value when exiting constructor. Consider adding the 'required' modifier or declaring the property as nullable.,0min
441461bd-aee9-45da-9d35-adc3cebdaa1d,MINOR,CODE_SMELL,Login/CapaNegocio/UsuarioBL.cs,3,csharpsquid:S2094,"Remove this empty class, write its code or make it an ""interface"".",5min
cccd9fa2-5bf7-4b99-a62f-43040cc3f6a0,CRITICAL,CODE_SMELL,Login/Login/Controllers/AccesoController.cs,31,csharpsquid:S6967,ModelState.IsValid should be checked in controller actions.,5min
26725b6a-69d2-4088-a8b3-bc4271227e01,MINOR,CODE_SMELL,Login/Login/Controllers/AccesoController.cs,56,csharpsquid:S2325,Make 'Encriptar' a static method.,5min
83c43c14-5376-4ea4-b33c-1e298ddfe102,INFO,CODE_SMELL,Login/Login/Controllers/AccesoController.cs,56,external_roslyn:CA1822,Member 'Encriptar' does not access instance data and can be marked as static,0min
0a4b1b35-cffd-4df1-960e-6b0c072f02d4,INFO,CODE_SMELL,Login/Login/Controllers/AccesoController.cs,61,external_roslyn:CA1850,Prefer static 'System.Security.Cryptography.SHA256.HashData' method over 'ComputeHash',0min
cc047c1a-df3f-47f3-a5d3-2e4f410a3183,CRITICAL,CODE_SMELL,Login/Login/Controllers/HomeController.cs,11,csharpsquid:S4487,Remove this unread private field '_logger' or refactor the code to use its value.,5min
8080af0c-31af-402a-8033-555539964f0e,MAJOR,CODE_SMELL,Login/Login/Models/Usuario.cs,6,external_roslyn:CS8618,Non-nullable property 'correo' must contain a non-null value when exiting constructor. Consider adding the 'required' modifier or declaring the property as nullable.,0min
7e761260-2823-475e-aeb2-aec2cc2106e6,MAJOR,CODE_SMELL,Login/Login/Models/Usuario.cs,7,external_roslyn:CS8618,Non-nullable property 'clave' must contain a non-null value when exiting constructor. Consider adding the 'required' modifier or declaring the property as nullable.,0min
f21e0851-92cd-4754-8738-38e3c9456b18,MAJOR,CODE_SMELL,Login/Login/Models/Usuario.cs,9,external_roslyn:CS8618,Non-nullable property 'confClave' must contain a non-null value when exiting constructor. Consider adding the 'required' modifier or declaring the property as nullable.,0min
4b5d6ebd-b801-4a20-aeb3-e8ac165d71ce,MAJOR,CODE_SMELL,Login/Login/Program.cs,37,csharpsquid:S6966,Await RunAsync instead.,5min
62357e69-979f-4602-ba16-522a8bfa54f2,MAJOR,CODE_SMELL,Login/Login/wwwroot/css/site.css,15,css:S4666,"Duplicate selector ""html"", first used at line 1",1min
5639884e-85cb-4d5e-8282-327ff43c8d74,MINOR,CODE_SMELL,Login/Login/wwwroot/js/generic.js,22,javascript:S4138,Expected a `for-of` loop instead of a `for` loop with this simple iteration.,5min
2cd78467-47fb-4c41-9528-a9d8670e4c30,MINOR,CODE_SMELL,Login/Login/wwwroot/js/generic.js,134,javascript:S1125,Refactor the code to avoid using this boolean literal.,5min
e747f11c-e436-495d-8294-5060747cd1d9,MINOR,CODE_SMELL,Login/Login/wwwroot/js/generic.js,143,javascript:S1125,Refactor the code to avoid using this boolean literal.,5min
3d8258ac-f8e7-435c-b377-17da5970fd94,MAJOR,CODE_SMELL,Login/Login/wwwroot/js/generic.js,207,javascript:S1788,Default parameters should be last.,20min
dcfbfd13-dd81-4c52-acd3-0cefa8133cdd,MAJOR,CODE_SMELL,Login/Login/wwwroot/js/generic.js,207,javascript:S1788,Default parameters should be last.,20min
